номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал,отклонение_пцт,наименование_статьи
ОП-2020-001942,МСТ-001,Инкай,СКВ-01942,2020-01-11,2020-01-19,454.6,456.8,8,ЗТР-06,2558.81,2949.9,391.09,2020,1,Q1,15.3,Подрядные работы
ОП-2020-001996,МСТ-009,Ирколь,СКВ-01996,2020-01-11,2020-01-18,406.2,400.4,7,ЗТР-02,2380.13,2779.99,399.86,2020,1,Q1,16.8,Заработная плата
ОП-2020-002004,МСТ-009,Ирколь,СКВ-02004,2020-01-11,2020-01-24,650.7,708.3,13,ЗТР-06,3352.96,3905.69,552.73,2020,1,Q1,16.5,Подрядные работы
ОП-2020-001991,МСТ-007,Канжуган,СКВ-01991,2020-01-12,2020-01-21,500.7,539.5,9,ЗТР-09,288.05,335.57,47.52,2020,1,Q1,16.5,Прочие расходы
ОП-2020-001947,МСТ-002,Буденовское,СКВ-01947,2020-01-12,2020-01-24,443.2,418.2,12,ЗТР-08,367.92,425.94,58.02,2020,1,Q1,15.8,Охрана труда и ТБ
ОП-2020-001945,МСТ-002,Буденовское,СКВ-01945,2020-01-12,2020-01-24,399.1,421.5,12,ЗТР-06,1801.79,2076.09,274.3,2020,1,Q1,15.2,Подрядные работы
ОП-2020-001998,МСТ-009,Ирколь,СКВ-01998,2020-01-12,2020-01-27,842.6,886.3,15,ЗТР-01,4719.21,5541.56,822.35,2020,1,Q1,17.4,ГСМ и топливо
ОП-2020-001977,МСТ-006,Мынкудук,СКВ-01977,2020-01-13,2020-02-06,860.5,896.7,24,ЗТР-09,215.17,250.0,34.83,2020,1,Q1,16.2,Прочие расходы
ОП-2020-001995,МСТ-008,Уванас,СКВ-01995,2020-01-13,2020-01-30,717.7,754.0,17,ЗТР-06,1919.32,2208.53,289.21,2020,1,Q1,15.1,Подрядные работы
ОП-2020-001932,МСТ-001,Инкай,СКВ-01932,2020-01-13,2020-01-27,763.1,766.1,14,ЗТР-01,6240.12,7315.97,1075.85,2020,1,Q1,17.2,ГСМ и топливо
ОП-2020-001933,МСТ-001,Инкай,СКВ-01933,2020-01-14,2020-02-04,791.6,773.4,21,ЗТР-08,940.87,1083.7,142.83,2020,1,Q1,15.2,Охрана труда и ТБ
ОП-2020-001936,МСТ-001,Инкай,СКВ-01936,2020-01-14,2020-01-27,754.1,781.3,13,ЗТР-01,1617.88,1862.97,245.09,2020,1,Q1,15.1,ГСМ и топливо
ОП-2020-001988,МСТ-007,Канжуган,СКВ-01988,2020-01-16,2020-01-26,616.8,563.4,10,ЗТР-05,2173.02,2524.52,351.5,2020,1,Q1,16.2,Амортизация оборудования
ОП-2020-001992,МСТ-008,Уванас,СКВ-01992,2020-01-18,2020-02-02,854.6,790.0,15,ЗТР-04,1061.89,1236.61,174.72,2020,1,Q1,16.5,Транспорт и логистика
ОП-2020-001992,МСТ-008,Уванас,СКВ-01992,2020-01-18,2020-02-02,854.6,790.0,15,ЗТР-01,3739.73,4343.56,603.83,2020,1,Q1,16.1,ГСМ и топливо
ОП-2020-001946,МСТ-002,Буденовское,СКВ-01946,2020-01-20,2020-01-28,425.2,431.3,8,ЗТР-01,1281.52,1504.92,223.4,2020,1,Q1,17.4,ГСМ и топливо
ОП-2020-001946,МСТ-002,Буденовское,СКВ-01946,2020-01-20,2020-01-28,425.2,431.3,8,ЗТР-02,2103.7,2448.0,344.3,2020,1,Q1,16.4,Заработная плата
ОП-2020-001975,МСТ-006,Мынкудук,СКВ-01975,2020-01-21,2020-02-05,713.5,708.0,15,ЗТР-09,211.81,244.24,32.43,2020,1,Q1,15.3,Прочие расходы
ОП-2020-001975,МСТ-006,Мынкудук,СКВ-01975,2020-01-21,2020-02-05,713.5,708.0,15,ЗТР-07,959.43,1109.66,150.23,2020,1,Q1,15.7,Электроэнергия
ОП-2020-001935,МСТ-001,Инкай,СКВ-01935,2020-01-21,2020-02-03,414.2,446.5,13,ЗТР-01,1407.26,1622.01,214.75,2020,1,Q1,15.3,ГСМ и топливо
ОП-2020-001931,МСТ-001,Инкай,СКВ-01931,2020-01-23,2020-02-06,618.8,652.3,14,ЗТР-04,2126.29,2493.85,367.56,2020,1,Q1,17.3,Транспорт и логистика
ОП-2020-001931,МСТ-001,Инкай,СКВ-01931,2020-01-23,2020-02-06,618.8,652.3,14,ЗТР-01,1339.26,1542.44,203.18,2020,1,Q1,15.2,ГСМ и топливо
ОП-2020-001955,МСТ-003,Акдала,СКВ-01955,2020-01-24,2020-02-04,502.1,515.2,11,ЗТР-08,127.46,148.51,21.05,2020,1,Q1,16.5,Охрана труда и ТБ
ОП-2020-001950,МСТ-003,Акдала,СКВ-01950,2020-01-24,2020-02-13,824.7,750.4,20,ЗТР-03,4049.35,4735.83,686.48,2020,1,Q1,17.0,Материалы и запчасти
ОП-2020-002000,МСТ-009,Ирколь,СКВ-02000,2020-01-24,2020-02-03,473.1,492.0,10,ЗТР-08,126.28,148.09,21.81,2020,1,Q1,17.3,Охрана труда и ТБ
ОП-2020-001949,МСТ-002,Буденовское,СКВ-01949,2020-01-25,2020-01-30,309.7,343.6,5,ЗТР-07,964.8,1119.63,154.83,2020,1,Q1,16.0,Электроэнергия
ОП-2020-001949,МСТ-002,Буденовское,СКВ-01949,2020-01-25,2020-01-30,309.7,343.6,5,ЗТР-05,928.0,1070.92,142.92,2020,1,Q1,15.4,Амортизация оборудования
ОП-2020-001957,МСТ-003,Акдала,СКВ-01957,2020-01-26,2020-02-12,680.3,648.2,17,ЗТР-06,3824.0,4426.7,602.7,2020,1,Q1,15.8,Подрядные работы
ОП-2020-002003,МСТ-009,Ирколь,СКВ-02003,2020-01-27,2020-02-09,640.4,616.7,13,ЗТР-06,541.37,626.72,85.35,2020,1,Q1,15.8,Подрядные работы
ОП-2020-001941,МСТ-001,Инкай,СКВ-01941,2020-01-27,2020-02-10,552.6,535.6,14,ЗТР-08,745.47,874.55,129.08,2020,1,Q1,17.3,Охрана труда и ТБ
ОП-2020-001965,МСТ-004,Южный Инкай,СКВ-01965,2020-01-27,2020-02-19,934.3,865.2,23,ЗТР-03,3123.93,3596.22,472.29,2020,1,Q1,15.1,Материалы и запчасти
ОП-2020-002003,МСТ-009,Ирколь,СКВ-02003,2020-01-27,2020-02-09,640.4,616.7,13,ЗТР-09,155.39,180.02,24.63,2020,1,Q1,15.9,Прочие расходы
ОП-2020-001941,МСТ-001,Инкай,СКВ-01941,2020-01-27,2020-02-10,552.6,535.6,14,ЗТР-05,1382.02,1625.51,243.49,2020,1,Q1,17.6,Амортизация оборудования
ОП-2020-002010,МСТ-012,Заречное,СКВ-02010,2020-01-27,2020-02-20,787.5,792.4,24,ЗТР-07,2067.54,2400.72,333.18,2020,1,Q1,16.1,Электроэнергия
ОП-2020-001958,МСТ-003,Акдала,СКВ-01958,2020-01-28,2020-02-15,856.0,899.5,18,ЗТР-07,1265.36,1469.42,204.06,2020,1,Q1,16.1,Электроэнергия
ОП-2020-002016,МСТ-012,Заречное,СКВ-02016,2020-01-28,2020-02-13,751.4,729.0,16,ЗТР-06,2495.59,2882.61,387.02,2020,1,Q1,15.5,Подрядные работы
ОП-2020-002016,МСТ-012,Заречное,СКВ-02016,2020-01-28,2020-02-13,751.4,729.0,16,ЗТР-04,3232.35,3777.35,545.0,2020,1,Q1,16.9,Транспорт и логистика
ОП-2020-002068,МСТ-006,Мынкудук,СКВ-02068,2020-02-01,2020-02-15,594.8,649.6,14,ЗТР-09,158.9,184.76,25.86,2020,2,Q1,16.3,Прочие расходы
ОП-2020-002037,МСТ-003,Акдала,СКВ-02037,2020-02-01,2020-02-14,707.4,718.0,13,ЗТР-05,1310.27,1529.91,219.64,2020,2,Q1,16.8,Амортизация оборудования
ОП-2020-002032,МСТ-003,Акдала,СКВ-02032,2020-02-01,2020-02-14,617.4,660.7,13,ЗТР-04,2935.08,3419.71,484.63,2020,2,Q1,16.5,Транспорт и логистика
ОП-2020-002047,МСТ-004,Южный Инкай,СКВ-02047,2020-02-02,2020-02-14,678.3,724.6,12,ЗТР-02,2089.39,2439.9,350.51,2020,2,Q1,16.8,Заработная плата
ОП-2020-002041,МСТ-004,Южный Инкай,СКВ-02041,2020-02-02,2020-02-16,437.7,472.3,14,ЗТР-03,593.95,696.87,102.92,2020,2,Q1,17.3,Материалы и запчасти
ОП-2020-002024,МСТ-001,Инкай,СКВ-02024,2020-02-02,2020-02-18,537.0,540.6,16,ЗТР-01,1722.54,1986.44,263.9,2020,2,Q1,15.3,ГСМ и топливо
ОП-2020-002093,МСТ-012,Заречное,СКВ-02093,2020-02-03,2020-02-16,561.4,593.6,13,ЗТР-07,777.47,912.34,134.87,2020,2,Q1,17.3,Электроэнергия
ОП-2020-002094,МСТ-012,Заречное,СКВ-02094,2020-02-03,2020-02-20,780.8,725.3,17,ЗТР-02,3123.98,3661.61,537.63,2020,2,Q1,17.2,Заработная плата
ОП-2020-002093,МСТ-012,Заречное,СКВ-02093,2020-02-03,2020-02-16,561.4,593.6,13,ЗТР-01,4226.51,4894.59,668.08,2020,2,Q1,15.8,ГСМ и топливо
ОП-2020-002049,МСТ-005,Харасан,СКВ-02049,2020-02-03,2020-02-17,847.6,798.1,14,ЗТР-06,2818.77,3313.87,495.1,2020,2,Q1,17.6,Подрядные работы
ОП-2020-002049,МСТ-005,Харасан,СКВ-02049,2020-02-03,2020-02-17,847.6,798.1,14,ЗТР-08,952.92,1105.87,152.95,2020,2,Q1,16.1,Охрана труда и ТБ
ОП-2020-002051,МСТ-005,Харасан,СКВ-02051,2020-02-03,2020-02-19,893.5,855.3,16,ЗТР-03,4175.24,4864.99,689.75,2020,2,Q1,16.5,Материалы и запчасти
ОП-2020-002061,МСТ-006,Мынкудук,СКВ-02061,2020-02-03,2020-02-19,530.8,522.7,16,ЗТР-01,3791.91,4457.25,665.34,2020,2,Q1,17.5,ГСМ и топливо
ОП-2020-002074,МСТ-008,Уванас,СКВ-02074,2020-02-05,2020-02-27,730.1,745.0,22,ЗТР-06,2618.86,3032.91,414.05,2020,2,Q1,15.8,Подрядные работы
ОП-2020-002074,МСТ-008,Уванас,СКВ-02074,2020-02-05,2020-02-27,730.1,745.0,22,ЗТР-05,2064.74,2422.6,357.86,2020,2,Q1,17.3,Амортизация оборудования
ОП-2020-002074,МСТ-008,Уванас,СКВ-02074,2020-02-05,2020-02-27,730.1,745.0,22,ЗТР-09,432.11,504.13,72.02,2020,2,Q1,16.7,Прочие расходы
ОП-2020-002025,МСТ-001,Инкай,СКВ-02025,2020-02-05,2020-02-25,961.7,885.6,20,ЗТР-08,2608.34,3005.26,396.92,2020,2,Q1,15.2,Охрана труда и ТБ
ОП-2020-002025,МСТ-001,Инкай,СКВ-02025,2020-02-05,2020-02-25,961.7,885.6,20,ЗТР-04,2703.96,3171.55,467.59,2020,2,Q1,17.3,Транспорт и логистика
ОП-2020-002050,МСТ-005,Харасан,СКВ-02050,2020-02-06,2020-02-14,372.2,402.2,8,ЗТР-03,1037.59,1209.94,172.35,2020,2,Q1,16.6,Материалы и запчасти
ОП-2020-002050,МСТ-005,Харасан,СКВ-02050,2020-02-06,2020-02-14,372.2,402.2,8,ЗТР-08,249.96,288.79,38.83,2020,2,Q1,15.5,Охрана труда и ТБ
ОП-2020-002086,МСТ-009,Ирколь,СКВ-02086,2020-02-06,2020-02-22,713.1,782.9,16,ЗТР-03,1681.58,1955.45,273.87,2020,2,Q1,16.3,Материалы и запчасти
ОП-2020-002046,МСТ-004,Южный Инкай,СКВ-02046,2020-02-06,2020-02-14,524.9,478.0,8,ЗТР-04,925.34,1071.49,146.15,2020,2,Q1,15.8,Транспорт и логистика
ОП-2020-002046,МСТ-004,Южный Инкай,СКВ-02046,2020-02-06,2020-02-14,524.9,478.0,8,ЗТР-03,1101.09,1274.87,173.78,2020,2,Q1,15.8,Материалы и запчасти
ОП-2020-002083,МСТ-009,Ирколь,СКВ-02083,2020-02-06,2020-02-24,657.3,706.6,18,ЗТР-02,3243.18,3750.59,507.41,2020,2,Q1,15.6,Заработная плата
ОП-2020-002090,МСТ-012,Заречное,СКВ-02090,2020-02-06,2020-02-16,528.8,552.7,10,ЗТР-03,1269.53,1482.12,212.59,2020,2,Q1,16.7,Материалы и запчасти
ОП-2020-002053,МСТ-005,Харасан,СКВ-02053,2020-02-06,2020-03-01,855.7,894.1,24,ЗТР-07,1649.14,1911.1,261.96,2020,2,Q1,15.9,Электроэнергия
ОП-2020-002069,МСТ-007,Канжуган,СКВ-02069,2020-02-07,2020-02-19,395.6,385.3,12,ЗТР-05,748.9,865.14,116.24,2020,2,Q1,15.5,Амортизация оборудования
ОП-2020-002028,МСТ-002,Буденовское,СКВ-02028,2020-02-07,2020-02-20,487.3,520.2,13,ЗТР-06,2069.6,2420.35,350.75,2020,2,Q1,16.9,Подрядные работы
ОП-2020-002080,МСТ-009,Ирколь,СКВ-02080,2020-02-07,2020-02-26,857.2,880.8,19,ЗТР-09,633.35,732.4,99.05,2020,2,Q1,15.6,Прочие расходы
ОП-2020-002080,МСТ-009,Ирколь,СКВ-02080,2020-02-07,2020-02-26,857.2,880.8,19,ЗТР-03,2127.07,2450.21,323.14,2020,2,Q1,15.2,Материалы и запчасти
ОП-2020-002019,МСТ-001,Инкай,СКВ-02019,2020-02-07,2020-02-21,684.8,688.4,14,ЗТР-08,794.6,931.56,136.96,2020,2,Q1,17.2,Охрана труда и ТБ
ОП-2020-002039,МСТ-003,Акдала,СКВ-02039,2020-02-09,2020-02-20,687.0,685.3,11,ЗТР-01,2695.35,3104.38,409.03,2020,2,Q1,15.2,ГСМ и топливо
ОП-2020-002058,МСТ-006,Мынкудук,СКВ-02058,2020-02-10,2020-02-23,629.7,667.1,13,ЗТР-03,3334.03,3876.74,542.71,2020,2,Q1,16.3,Материалы и запчасти
ОП-2020-002031,МСТ-003,Акдала,СКВ-02031,2020-02-10,2020-02-27,493.0,535.2,17,ЗТР-03,1462.93,1698.77,235.84,2020,2,Q1,16.1,Материалы и запчасти
ОП-2020-002066,МСТ-006,Мынкудук,СКВ-02066,2020-02-11,2020-02-28,742.4,754.7,17,ЗТР-04,976.4,1147.66,171.26,2020,2,Q1,17.5,Транспорт и логистика
ОП-2020-002055,МСТ-006,Мынкудук,СКВ-02055,2020-02-12,2020-02-25,684.4,652.7,13,ЗТР-01,3945.77,4601.93,656.16,2020,2,Q1,16.6,ГСМ и топливо
ОП-2020-002091,МСТ-012,Заречное,СКВ-02091,2020-02-12,2020-02-24,600.3,660.4,12,ЗТР-08,681.39,794.63,113.24,2020,2,Q1,16.6,Охрана труда и ТБ
ОП-2020-002077,МСТ-008,Уванас,СКВ-02077,2020-02-14,2020-02-23,483.0,448.3,9,ЗТР-02,3016.37,3536.79,520.42,2020,2,Q1,17.3,Заработная плата
ОП-2020-002082,МСТ-009,Ирколь,СКВ-02082,2020-02-14,2020-03-01,800.3,873.1,16,ЗТР-07,550.99,634.95,83.96,2020,2,Q1,15.2,Электроэнергия
ОП-2020-002020,МСТ-001,Инкай,СКВ-02020,2020-02-15,2020-03-07,960.0,891.2,21,ЗТР-08,1065.22,1235.48,170.26,2020,2,Q1,16.0,Охрана труда и ТБ
ОП-2020-002038,МСТ-003,Акдала,СКВ-02038,2020-02-15,2020-02-28,432.0,412.0,13,ЗТР-03,1433.45,1668.61,235.16,2020,2,Q1,16.4,Материалы и запчасти
ОП-2020-002087,МСТ-011,Северный Харасан,СКВ-02087,2020-02-16,2020-02-26,335.9,347.1,10,ЗТР-04,1443.69,1663.44,219.75,2020,2,Q1,15.2,Транспорт и логистика
ОП-2020-002065,МСТ-006,Мынкудук,СКВ-02065,2020-02-17,2020-03-03,597.2,613.9,15,ЗТР-08,471.86,553.11,81.25,2020,2,Q1,17.2,Охрана труда и ТБ
ОП-2020-002065,МСТ-006,Мынкудук,СКВ-02065,2020-02-17,2020-03-03,597.2,613.9,15,ЗТР-04,716.33,832.58,116.25,2020,2,Q1,16.2,Транспорт и логистика
ОП-2020-002088,МСТ-011,Северный Харасан,СКВ-02088,2020-02-19,2020-02-28,507.0,482.7,9,ЗТР-07,332.44,382.52,50.08,2020,2,Q1,15.1,Электроэнергия
ОП-2020-002067,МСТ-006,Мынкудук,СКВ-02067,2020-02-20,2020-02-28,448.7,462.1,8,ЗТР-09,386.44,454.05,67.61,2020,2,Q1,17.5,Прочие расходы
ОП-2020-002044,МСТ-004,Южный Инкай,СКВ-02044,2020-02-21,2020-03-11,812.3,828.9,19,ЗТР-05,1362.63,1584.54,221.91,2020,2,Q1,16.3,Амортизация оборудования
ОП-2020-002044,МСТ-004,Южный Инкай,СКВ-02044,2020-02-21,2020-03-11,812.3,828.9,19,ЗТР-04,1333.75,1539.96,206.21,2020,2,Q1,15.5,Транспорт и логистика
ОП-2020-002054,МСТ-005,Харасан,СКВ-02054,2020-02-22,2020-03-09,862.0,894.9,16,ЗТР-06,3371.46,3930.4,558.94,2020,2,Q1,16.6,Подрядные работы
ОП-2020-002084,МСТ-009,Ирколь,СКВ-02084,2020-02-22,2020-03-02,483.6,511.3,9,ЗТР-06,2617.65,3066.28,448.63,2020,2,Q1,17.1,Подрядные работы
ОП-2020-002084,МСТ-009,Ирколь,СКВ-02084,2020-02-22,2020-03-02,483.6,511.3,9,ЗТР-07,527.96,610.53,82.57,2020,2,Q1,15.6,Электроэнергия
ОП-2020-002027,МСТ-002,Буденовское,СКВ-02027,2020-02-22,2020-02-28,223.3,217.6,6,ЗТР-02,819.63,951.05,131.42,2020,2,Q1,16.0,Заработная плата
ОП-2020-002054,МСТ-005,Харасан,СКВ-02054,2020-02-22,2020-03-09,862.0,894.9,16,ЗТР-03,5627.37,6497.86,870.49,2020,2,Q1,15.5,Материалы и запчасти
ОП-2020-002081,МСТ-009,Ирколь,СКВ-02081,2020-02-22,2020-03-07,822.6,792.7,14,ЗТР-02,5503.13,6467.96,964.83,2020,2,Q1,17.5,Заработная плата
ОП-2020-002040,МСТ-004,Южный Инкай,СКВ-02040,2020-02-23,2020-03-08,618.7,642.3,14,ЗТР-02,2048.0,2363.05,315.05,2020,2,Q1,15.4,Заработная плата
ОП-2020-002070,МСТ-007,Канжуган,СКВ-02070,2020-02-24,2020-03-05,441.4,453.7,10,ЗТР-09,182.4,212.7,30.3,2020,2,Q1,16.6,Прочие расходы
ОП-2020-002070,МСТ-007,Канжуган,СКВ-02070,2020-02-24,2020-03-05,441.4,453.7,10,ЗТР-06,2754.62,3185.14,430.52,2020,2,Q1,15.6,Подрядные работы
ОП-2020-002098,МСТ-012,Заречное,СКВ-02098,2020-02-25,2020-03-06,621.5,597.2,10,ЗТР-03,3725.39,4315.84,590.45,2020,2,Q1,15.8,Материалы и запчасти
ОП-2020-002098,МСТ-012,Заречное,СКВ-02098,2020-02-25,2020-03-06,621.5,597.2,10,ЗТР-08,791.28,918.83,127.55,2020,2,Q1,16.1,Охрана труда и ТБ
ОП-2020-002026,МСТ-002,Буденовское,СКВ-02026,2020-02-28,2020-03-04,283.6,291.8,5,ЗТР-03,1490.62,1731.15,240.53,2020,2,Q1,16.1,Материалы и запчасти
ОП-2020-002026,МСТ-002,Буденовское,СКВ-02026,2020-02-28,2020-03-04,283.6,291.8,5,ЗТР-08,351.57,405.1,53.53,2020,2,Q1,15.2,Охрана труда и ТБ
ОП-2020-002128,МСТ-005,Харасан,СКВ-02128,2020-03-01,2020-03-17,858.8,866.4,16,ЗТР-03,1489.02,1730.75,241.73,2020,3,Q1,16.2,Материалы и запчасти
ОП-2020-002113,МСТ-003,Акдала,СКВ-02113,2020-03-02,2020-03-14,472.8,478.1,12,ЗТР-09,241.61,278.67,37.06,2020,3,Q1,15.3,Прочие расходы
ОП-2020-002108,МСТ-002,Буденовское,СКВ-02108,2020-03-04,2020-03-11,230.3,230.1,7,ЗТР-06,473.13,545.1,71.97,2020,3,Q1,15.2,Подрядные работы
ОП-2020-002117,МСТ-004,Южный Инкай,СКВ-02117,2020-03-04,2020-03-15,569.1,604.2,11,ЗТР-08,571.76,661.5,89.74,2020,3,Q1,15.7,Охрана труда и ТБ
ОП-2020-002117,МСТ-004,Южный Инкай,СКВ-02117,2020-03-04,2020-03-15,569.1,604.2,11,ЗТР-04,1958.26,2295.7,337.44,2020,3,Q1,17.2,Транспорт и логистика
ОП-2020-002136,МСТ-006,Мынкудук,СКВ-02136,2020-03-04,2020-03-21,609.0,634.1,17,ЗТР-02,4696.75,5446.65,749.9,2020,3,Q1,16.0,Заработная плата
ОП-2020-002130,МСТ-006,Мынкудук,СКВ-02130,2020-03-05,2020-03-22,578.3,619.7,17,ЗТР-03,3644.75,4239.38,594.63,2020,3,Q1,16.3,Материалы и запчасти
ОП-2020-002121,МСТ-004,Южный Инкай,СКВ-02121,2020-03-07,2020-03-24,839.3,822.0,17,ЗТР-06,2099.11,2457.63,358.52,2020,3,Q1,17.1,Подрядные работы
ОП-2020-002145,МСТ-009,Ирколь,СКВ-02145,2020-03-08,2020-03-22,549.4,595.3,14,ЗТР-07,680.57,787.03,106.46,2020,3,Q1,15.6,Электроэнергия
ОП-2020-002145,МСТ-009,Ирколь,СКВ-02145,2020-03-08,2020-03-22,549.4,595.3,14,ЗТР-01,2189.37,2548.48,359.11,2020,3,Q1,16.4,ГСМ и топливо
ОП-2020-002133,МСТ-006,Мынкудук,СКВ-02133,2020-03-08,2020-03-25,621.9,688.5,17,ЗТР-08,850.33,991.93,141.6,2020,3,Q1,16.7,Охрана труда и ТБ
ОП-2020-002104,МСТ-001,Инкай,СКВ-02104,2020-03-09,2020-03-21,467.1,514.9,12,ЗТР-07,1309.05,1518.45,209.4,2020,3,Q1,16.0,Электроэнергия
ОП-2020-002116,МСТ-003,Акдала,СКВ-02116,2020-03-10,2020-03-26,686.3,648.7,16,ЗТР-08,372.37,430.73,58.36,2020,3,Q1,15.7,Охрана труда и ТБ
ОП-2020-002119,МСТ-004,Южный Инкай,СКВ-02119,2020-03-11,2020-03-21,563.1,537.8,10,ЗТР-04,486.81,561.27,74.46,2020,3,Q1,15.3,Транспорт и логистика
ОП-2020-002105,МСТ-001,Инкай,СКВ-02105,2020-03-11,2020-03-28,712.6,719.5,17,ЗТР-04,900.57,1052.21,151.64,2020,3,Q1,16.8,Транспорт и логистика
ОП-2020-002105,МСТ-001,Инкай,СКВ-02105,2020-03-11,2020-03-28,712.6,719.5,17,ЗТР-02,2901.89,3400.86,498.97,2020,3,Q1,17.2,Заработная плата
ОП-2020-002119,МСТ-004,Южный Инкай,СКВ-02119,2020-03-11,2020-03-21,563.1,537.8,10,ЗТР-02,1896.14,2183.75,287.61,2020,3,Q1,15.2,Заработная плата
ОП-2020-002119,МСТ-004,Южный Инкай,СКВ-02119,2020-03-11,2020-03-21,563.1,537.8,10,ЗТР-01,2193.52,2557.32,363.8,2020,3,Q1,16.6,ГСМ и топливо
ОП-2020-002142,МСТ-008,Уванас,СКВ-02142,2020-03-12,2020-03-24,644.9,592.7,12,ЗТР-04,2498.61,2876.82,378.21,2020,3,Q1,15.1,Транспорт и логистика
ОП-2020-002135,МСТ-006,Мынкудук,СКВ-02135,2020-03-12,2020-04-02,749.5,684.8,21,ЗТР-04,2858.45,3343.67,485.22,2020,3,Q1,17.0,Транспорт и логистика
